country,year,age,sex,suicides_no,population,suicide_rate
Kazakhstan,1985,25-34 years,female,108.0,1331900.0,8.108716870635934
Kazakhstan,1985,35-54 years,female,244.0,1596100.0,15.287262702838168
Kazakhstan,1985,5-14 years,female,7.0,1599200.0,0.43771885942971483
Kazakhstan,1985,55-74 years,female,211.0,1026200.0,20.561294094718377
Kazakhstan,1985,75+ years,female,86.0,253800.0,33.8849487785658
Kazakhstan,1985,15-24 years,male,419.0,1503900.0,27.86089500631691
Kazakhstan,1985,25-34 years,male,726.0,1323900.0,54.83797869929754
Kazakhstan,1985,35-54 years,male,1071.0,1501200.0,71.34292565947243
Kazakhstan,1985,5-14 years,male,33.0,1638300.0,2.014283098333639
Kazakhstan,1985,55-74 years,male,425.0,621300.0,68.40495734749719
Kazakhstan,1985,75+ years,male,86.0,98300.0,87.48728382502543
Kazakhstan,1986,15-24 years,female,72.0,1433900.0,5.0212706604365716
Kazakhstan,1986,25-34 years,female,90.0,1371400.0,6.562636721598366
Kazakhstan,1986,35-54 years,female,195.0,1633300.0,11.9390191636564
Kazakhstan,1986,5-14 years,female,9.0,1608100.0,0.5596666873950625
Kazakhstan,1986,55-74 years,female,221.0,1036300.0,21.32587088680884
Kazakhstan,1986,75+ years,female,83.0,260300.0,31.886285055704953
Kazakhstan,1986,15-24 years,male,333.0,1479200.0,22.512168739859383
Kazakhstan,1986,25-34 years,male,515.0,1365700.0,37.709599472797834
Kazakhstan,1986,35-54 years,male,722.0,1533600.0,47.07876890975483
Kazakhstan,1986,5-14 years,male,38.0,1643700.0,2.3118573949017462
Kazakhstan,1986,55-74 years,male,324.0,643500.0,50.34965034965035
Kazakhstan,1986,75+ years,male,63.0,98400.0,64.02439024390245
Kazakhstan,1987,15-24 years,female,107.0,1404400.0,7.618911990885788
Kazakhstan,1987,25-34 years,female,96.0,1408300.0,6.816729390044736
Kazakhstan,1987,35-54 years,female,172.0,1679700.0,10.239923795915937
Kazakhstan,1987,5-14 years,female,8.0,1617200.0,0.49468216670789017
Kazakhstan,1987,55-74 years,female,199.0,1040500.0,19.125420470927438
Kazakhstan,1987,75+ years,female,93.0,267900.0,34.71444568868981
Kazakhstan,1987,15-24 years,male,311.0,1456300.0,21.35548994025956
Kazakhstan,1987,25-34 years,male,490.0,1405400.0,34.86551871353351
Kazakhstan,1987,35-54 years,male,718.0,1576900.0,45.53237364449236
Kazakhstan,1987,5-14 years,male,45.0,1652900.0,2.7224877488051304
Kazakhstan,1987,55-74 years,male,331.0,660700.0,50.098380505524446
Kazakhstan,1987,75+ years,male,78.0,99000.0,78.7878787878788
Kazakhstan,1988,15-24 years,female,111.0,1378800.0,8.050478677110531
Kazakhstan,1988,25-34 years,female,88.0,1439800.0,6.111959994443672
Kazakhstan,1988,35-54 years,female,202.0,1730000.0,11.676300578034681
Kazakhstan,1988,5-14 years,female,7.0,1629200.0,0.4296587282101645
Kazakhstan,1988,55-74 years,female,194.0,1042000.0,18.618042226487525
Kazakhstan,1988,75+ years,female,89.0,272700.0,32.63659699303264
Kazakhstan,1988,15-24 years,male,334.0,1437000.0,23.2428670842032
Kazakhstan,1988,25-34 years,male,521.0,1439200.0,36.200667037242916
Kazakhstan,1988,35-54 years,male,729.0,1625500.0,44.8477391571824
Kazakhstan,1988,5-14 years,male,65.0,1665700.0,3.902263312721378
Kazakhstan,1988,55-74 years,male,355.0,673000.0,52.748885586924224
Kazakhstan,1988,75+ years,male,85.0,99600.0,85.34136546184739
Kazakhstan,1989,15-24 years,female,132.0,1357800.0,9.721608484312858
Kazakhstan,1989,25-34 years,female,98.0,1456000.0,6.730769230769231
Kazakhstan,1989,35-54 years,female,206.0,1790100.0,11.507736997933076
Kazakhstan,1989,5-14 years,female,13.0,1645500.0,0.7900334244910362
Kazakhstan,1989,55-74 years,female,215.0,1043900.0,20.595842513650734
Kazakhstan,1989,75+ years,female,101.0,280100.0,36.05855051767226
Kazakhstan,1989,15-24 years,male,377.0,1426800.0,26.422764227642276
Kazakhstan,1989,25-34 years,male,614.0,1457500.0,42.126929674099486
Kazakhstan,1989,35-54 years,male,940.0,1682200.0,55.879205801926055
Kazakhstan,1989,5-14 years,male,56.0,1681900.0,3.329567750758071
Kazakhstan,1989,55-74 years,male,378.0,684100.0,55.255079666715396
Kazakhstan,1989,75+ years,male,95.0,100800.0,94.24603174603175
Kazakhstan,1990,15-24 years,female,170.0,1338900.0,12.696990066472477
Kazakhstan,1990,25-34 years,female,104.0,1453700.0,7.154158354543578
Kazakhstan,1990,35-54 years,female,225.0,1845400.0,12.192478595426467
Kazakhstan,1990,5-14 years,female,7.0,1661900.0,0.4212046452855166
Kazakhstan,1990,55-74 years,female,188.0,1060900.0,17.720803091714583
Kazakhstan,1990,75+ years,female,85.0,291100.0,29.199587770525593
Kazakhstan,1990,15-24 years,male,375.0,1425100.0,26.31394288120132
Kazakhstan,1990,25-34 years,male,602.0,1455200.0,41.36888400219901
Kazakhstan,1990,35-54 years,male,925.0,1735100.0,53.3110483545617
Kazakhstan,1990,5-14 years,male,53.0,1698000.0,3.121319199057715
Kazakhstan,1990,55-74 years,male,356.0,706400.0,50.39637599093998
Kazakhstan,1990,75+ years,male,82.0,102200.0,80.23483365949119
Kazakhstan,1991,15-24 years,female,139.0,1351900.0,10.281825578815
Kazakhstan,1991,25-34 years,female,104.0,1438900.0,7.227743415108764
Kazakhstan,1991,35-54 years,female,185.0,1877800.0,9.851954414740653
Kazakhstan,1991,5-14 years,female,11.0,1682200.0,0.6539055998097729
Kazakhstan,1991,55-74 years,female,166.0,1093000.0,15.187557182067703
Kazakhstan,1991,75+ years,female,91.0,294600.0,30.889341479972845
Kazakhstan,1991,15-24 years,male,405.0,1438500.0,28.154327424400417
Kazakhstan,1991,25-34 years,male,621.0,1441200.0,43.08909242298085
Kazakhstan,1991,35-54 years,male,866.0,1769600.0,48.93761301989151
Kazakhstan,1991,5-14 years,male,66.0,1721900.0,3.8329752018119523
Kazakhstan,1991,55-74 years,male,354.0,741600.0,47.73462783171521
Kazakhstan,1991,75+ years,male,74.0,101600.0,72.83464566929133
Kazakhstan,1992,15-24 years,female,144.0,1385000.0,10.397111913357401
Kazakhstan,1992,25-34 years,female,132.0,1414300.0,9.333239058191332
Kazakhstan,1992,35-54 years,female,217.0,1900200.0,11.419850542048206
Kazakhstan,1992,5-14 years,female,14.0,1706200.0,0.8205368655491735
Kazakhstan,1992,55-74 years,female,194.0,1132100.0,17.136295380266763
Kazakhstan,1992,75+ years,female,84.0,298600.0,28.131279303415944
Kazakhstan,1992,15-24 years,male,453.0,1459100.0,31.046535535604143
Kazakhstan,1992,25-34 years,male,676.0,1421100.0,47.56878474421223
Kazakhstan,1992,35-54 years,male,925.0,1794700.0,51.54064746197136
Kazakhstan,1992,5-14 years,male,63.0,1751600.0,3.5967115779858414
Kazakhstan,1992,55-74 years,male,390.0,785400.0,49.65622612681436
Kazakhstan,1992,75+ years,male,64.0,101800.0,62.868369351669934
Kazakhstan,1993,15-24 years,female,173.0,1407100.0,12.29479070428541
Kazakhstan,1993,25-34 years,female,119.0,1383000.0,8.604483007953725
Kazakhstan,1993,35-54 years,female,219.0,1929300.0,11.351267299020371
Kazakhstan,1993,5-14 years,female,20.0,1726000.0,1.1587485515643106
Kazakhstan,1993,55-74 years,female,229.0,1173100.0,19.520927457164778
Kazakhstan,1993,75+ years,female,69.0,308200.0,22.388059701492537
Kazakhstan,1993,15-24 years,male,574.0,1474700.0,38.92317081440293
Kazakhstan,1993,25-34 years,male,772.0,1395600.0,55.316709658928055
Kazakhstan,1993,35-54 years,male,1146.0,1825900.0,62.763568651076184
Kazakhstan,1993,5-14 years,male,76.0,1774700.0,4.28241392911478
Kazakhstan,1993,55-74 years,male,545.0,830100.0,65.65474039272377
Kazakhstan,1993,75+ years,male,77.0,103700.0,74.25265188042431
Kazakhstan,1994,15-24 years,female,149.0,1332400.0,11.18282797958571
Kazakhstan,1994,25-34 years,female,128.0,1327200.0,9.644364074743821
Kazakhstan,1994,35-54 years,female,198.0,1965300.0,10.07479774080293
Kazakhstan,1994,5-14 years,female,16.0,1740500.0,0.9192760700948004
Kazakhstan,1994,55-74 years,female,198.0,1201100.0,16.48488885188577
Kazakhstan,1994,75+ years,female,91.0,288000.0,31.59722222222222
Kazakhstan,1994,15-24 years,male,520.0,1442200.0,36.0560255165719
Kazakhstan,1994,25-34 years,male,735.0,1342400.0,54.75268176400477
Kazakhstan,1994,35-54 years,male,1246.0,1861800.0,66.92448168439145
Kazakhstan,1994,5-14 years,male,50.0,1784600.0,2.8017482909335425
Kazakhstan,1994,55-74 years,male,599.0,853800.0,70.15694542047318
Kazakhstan,1994,75+ years,male,94.0,90300.0,104.09745293466224
Kazakhstan,1995,15-24 years,female,145.0,1412600.0,10.264760016989948
Kazakhstan,1995,25-34 years,female,130.0,1271500.0,10.224144710971293
Kazakhstan,1995,35-54 years,female,216.0,1901900.0,11.357063988642937
Kazakhstan,1995,5-14 years,female,15.0,1688900.0,0.8881520516312393
Kazakhstan,1995,55-74 years,female,208.0,1205800.0,17.249958533753524
Kazakhstan,1995,75+ years,female,86.0,267600.0,32.13751868460388
Kazakhstan,1995,15-24 years,male,622.0,1455600.0,42.731519648255016
Kazakhstan,1995,25-34 years,male,887.0,1311800.0,67.61701478883977
Kazakhstan,1995,35-54 years,male,1523.0,1791600.0,85.00781424425095
Kazakhstan,1995,5-14 years,male,61.0,1736100.0,3.513622487183918
Kazakhstan,1995,55-74 years,male,737.0,859800.0,85.71760874622005
Kazakhstan,1995,75+ years,male,76.0,86400.0,87.96296296296296
Kazakhstan,1996,15-24 years,female,158.0,1381300.0,11.438499963802215
Kazakhstan,1996,25-34 years,female,121.0,1187600.0,10.188615695520378
Kazakhstan,1996,35-54 years,female,223.0,1858300.0,12.000215250497765
Kazakhstan,1996,5-14 years,female,10.0,1633400.0,0.6122199093914534
Kazakhstan,1996,55-74 years,female,211.0,1173100.0,17.986531412496802
Kazakhstan,1996,75+ years,female,54.0,251800.0,21.445591739475773
Kazakhstan,1996,15-24 years,male,635.0,1405800.0,45.17000995874235
Kazakhstan,1996,25-34 years,male,879.0,1243300.0,70.69894635244913
Kazakhstan,1996,35-54 years,male,1630.0,1753600.0,92.95164233576642
Kazakhstan,1996,5-14 years,male,57.0,1682200.0,3.3884199262870047
Kazakhstan,1996,55-74 years,male,731.0,836900.0,87.3461584418688
Kazakhstan,1996,75+ years,male,64.0,80400.0,79.60199004975124
Kazakhstan,1997,15-24 years,female,175.0,1388400.0,12.604436761740132
Kazakhstan,1997,25-34 years,female,131.0,1152200.0,11.369553896892901
Kazakhstan,1997,35-54 years,female,216.0,1871000.0,11.544628540887226
Kazakhstan,1997,5-14 years,female,16.0,1623000.0,0.9858287122612446
Kazakhstan,1997,55-74 years,female,164.0,1153000.0,14.223764093668692
Kazakhstan,1997,75+ years,female,59.0,247700.0,23.819136051675414
Kazakhstan,1997,15-24 years,male,651.0,1401300.0,46.45686148576322
Kazakhstan,1997,25-34 years,male,810.0,1217700.0,66.51884700665188
Kazakhstan,1997,35-54 years,male,1577.0,1766200.0,89.28773638319556
Kazakhstan,1997,5-14 years,male,53.0,1673300.0,3.1673937727843184
Kazakhstan,1997,55-74 years,male,740.0,822400.0,89.98054474708171
Kazakhstan,1997,75+ years,male,50.0,78400.0,63.77551020408163
Kazakhstan,1998,15-24 years,female,152.0,1353400.0,11.230973843653022
Kazakhstan,1998,25-34 years,female,138.0,1103400.0,12.506797172376292
Kazakhstan,1998,35-54 years,female,205.0,1863700.0,10.999624403069163
Kazakhstan,1998,5-14 years,female,11.0,1556100.0,0.706895443737549
Kazakhstan,1998,55-74 years,female,160.0,1090300.0,14.674860130239384
Kazakhstan,1998,75+ years,female,63.0,241200.0,26.119402985074625
Kazakhstan,1998,15-24 years,male,594.0,1343300.0,44.21945953993895
Kazakhstan,1998,25-34 years,male,727.0,1145900.0,63.44358146435116
Kazakhstan,1998,35-54 years,male,1459.0,1724400.0,84.60913941080955
Kazakhstan,1998,5-14 years,male,54.0,1585500.0,3.4058656575212862
Kazakhstan,1998,55-74 years,male,692.0,762500.0,90.75409836065575
Kazakhstan,1998,75+ years,male,58.0,74500.0,77.85234899328859
Kazakhstan,1999,15-24 years,female,124.0,1358700.0,9.126370795613454
Kazakhstan,1999,25-34 years,female,120.0,1089900.0,11.010184420589045
Kazakhstan,1999,35-54 years,female,198.0,1909900.0,10.367034923294414
Kazakhstan,1999,5-14 years,female,10.0,1523100.0,0.6565557087518875
Kazakhstan,1999,55-74 years,female,152.0,1044200.0,14.556598352805976
Kazakhstan,1999,75+ years,female,59.0,246200.0,23.9642567018684
Kazakhstan,1999,15-24 years,male,609.0,1349400.0,45.13116940862606
Kazakhstan,1999,25-34 years,male,717.0,1131600.0,63.36161187698834
Kazakhstan,1999,35-54 years,male,1331.0,1761800.0,75.54773527074582
Kazakhstan,1999,5-14 years,male,49.0,1555400.0,3.1503150315031507
Kazakhstan,1999,55-74 years,male,567.0,727800.0,77.90601813685078
Kazakhstan,1999,75+ years,male,55.0,75400.0,72.94429708222812
Kazakhstan,2000,15-24 years,female,169.0,1375343.0,12.287843832411262
Kazakhstan,2000,25-34 years,female,122.0,1089854.0,11.194159951699952
Kazakhstan,2000,35-54 years,female,234.0,1959602.0,11.941200304959885
Kazakhstan,2000,5-14 years,female,18.0,1486628.0,1.2107938233371092
Kazakhstan,2000,55-74 years,female,147.0,1005027.0,14.626472721628375
Kazakhstan,2000,75+ years,female,56.0,254407.0,22.01197294099612
Kazakhstan,2000,15-24 years,male,623.0,1366874.0,45.57845126910015
Kazakhstan,2000,25-34 years,male,852.0,1132418.0,75.23723572037888
Kazakhstan,2000,35-54 years,male,1527.0,1802430.0,84.71896273364291
Kazakhstan,2000,5-14 years,male,47.0,1523202.0,3.0856051922200733
Kazakhstan,2000,55-74 years,male,586.0,698665.0,83.87424588322014
Kazakhstan,2000,75+ years,male,47.0,77972.0,60.27804853024162
Kazakhstan,2001,15-24 years,female,158.0,1336586.0,11.821162274631039
Kazakhstan,2001,25-34 years,female,110.0,1137636.0,9.669173619681516
Kazakhstan,2001,35-54 years,female,197.0,1998447.0,9.857654468694943
Kazakhstan,2001,5-14 years,female,21.0,1455622.0,1.4426822348109605
Kazakhstan,2001,55-74 years,female,119.0,1011423.0,11.765601533680764
Kazakhstan,2001,75+ years,female,53.0,233378.0,22.709938383223783
Kazakhstan,2001,15-24 years,male,660.0,1365580.0,48.33111205495101
Kazakhstan,2001,25-34 years,male,843.0,1117605.0,75.42915430764894
Kazakhstan,2001,35-54 years,male,1519.0,1807120.0,84.05639913232103
Kazakhstan,2001,5-14 years,male,64.0,1508752.0,4.241916497873739
Kazakhstan,2001,55-74 years,male,582.0,718503.0,81.00174947077466
Kazakhstan,2001,75+ years,male,51.0,82044.0,62.16176685680854
Kazakhstan,2002,15-24 years,female,160.0,1377461.0,11.615573871056966
Kazakhstan,2002,25-34 years,female,129.0,1147717.0,11.239704561316074
Kazakhstan,2002,35-54 years,female,198.0,2033504.0,9.736887657953956
Kazakhstan,2002,5-14 years,female,20.0,1372725.0,1.4569560545630043
Kazakhstan,2002,55-74 years,female,119.0,996301.0,11.94418152747011
Kazakhstan,2002,75+ years,female,52.0,247685.0,20.994408220118295
Kazakhstan,2002,15-24 years,male,621.0,1414530.0,43.90150792135904
Kazakhstan,2002,25-34 years,male,825.0,1128226.0,73.12364721252656
Kazakhstan,2002,35-54 years,male,1414.0,1837817.0,76.93910764782348
Kazakhstan,2002,5-14 years,male,67.0,1424722.0,4.702671819484784
Kazakhstan,2002,55-74 years,male,582.0,704901.0,82.56478569331013
Kazakhstan,2002,75+ years,male,53.0,91887.0,57.67954117557435
Kazakhstan,2003,15-24 years,female,157.0,1408946.0,11.143081423986441
Kazakhstan,2003,25-34 years,female,114.0,1159693.0,9.830187816948106
Kazakhstan,2003,35-54 years,female,202.0,2053544.0,9.836653122601707
Kazakhstan,2003,5-14 years,female,16.0,1316237.0,1.2155865547010152
Kazakhstan,2003,55-74 years,female,139.0,996433.0,13.94975878960251
Kazakhstan,2003,75+ years,female,60.0,259838.0,23.091310739768623
Kazakhstan,2003,15-24 years,male,652.0,1449082.0,44.99400309989358
Kazakhstan,2003,25-34 years,male,938.0,1141761.0,82.15379575935769
Kazakhstan,2003,35-54 years,male,1386.0,1855662.0,74.6903261477575
Kazakhstan,2003,5-14 years,male,67.0,1368679.0,4.895231095092421
Kazakhstan,2003,55-74 years,male,530.0,702817.0,75.41081106461569
Kazakhstan,2003,75+ years,male,60.0,99171.0,60.50155791511631
Kazakhstan,2004,15-24 years,female,177.0,1438621.0,12.303448927827413
Kazakhstan,2004,25-34 years,female,131.0,1174778.0,11.151043005572117
Kazakhstan,2004,35-54 years,female,208.0,2076222.0,10.018196512704325
Kazakhstan,2004,5-14 years,female,14.0,1263986.0,1.1076072045101766
Kazakhstan,2004,55-74 years,female,101.0,1004413.0,10.055624528953727
Kazakhstan,2004,75+ years,female,61.0,271208.0,22.49196188902982
Kazakhstan,2004,15-24 years,male,735.0,1480125.0,49.65796807702052
Kazakhstan,2004,25-34 years,male,967.0,1159137.0,83.4241336442543
Kazakhstan,2004,35-54 years,male,1427.0,1874980.0,76.10747847977045
Kazakhstan,2004,5-14 years,male,57.0,1317575.0,4.326129442346735
Kazakhstan,2004,55-74 years,male,441.0,706313.0,62.436908282871755
Kazakhstan,2004,75+ years,male,75.0,105970.0,70.774747570067
Kazakhstan,2005,15-24 years,female,153.0,1464554.0,10.446866418035798
Kazakhstan,2005,25-34 years,female,126.0,1188857.0,10.598415116368074
Kazakhstan,2005,35-54 years,female,177.0,2097655.0,8.437993855042894
Kazakhstan,2005,5-14 years,female,24.0,1219019.0,1.968796220567522
Kazakhstan,2005,55-74 years,female,100.0,1021709.0,9.787522670349384
Kazakhstan,2005,75+ years,female,54.0,279776.0,19.301155209882193
Kazakhstan,2005,15-24 years,male,635.0,1507234.0,42.13015364568474
Kazakhstan,2005,25-34 years,male,868.0,1174447.0,73.9071239485477
Kazakhstan,2005,35-54 years,male,1225.0,1893623.0,64.69080698745209
Kazakhstan,2005,5-14 years,male,78.0,1272278.0,6.130735578230545
Kazakhstan,2005,55-74 years,male,402.0,716191.0,56.13027809620618
Kazakhstan,2005,75+ years,male,61.0,112427.0,54.257429265212096
Kazakhstan,2006,15-24 years,female,181.0,1486771.0,12.174033526346694
Kazakhstan,2006,25-34 years,female,121.0,1202659.0,10.061039746095942
Kazakhstan,2006,35-54 years,female,190.0,2121510.0,8.955885194979048
Kazakhstan,2006,5-14 years,female,24.0,1181324.0,2.0316187599676296
Kazakhstan,2006,55-74 years,female,106.0,1047352.0,10.120761692344121
Kazakhstan,2006,75+ years,female,53.0,282507.0,18.760597082550166
Kazakhstan,2006,15-24 years,male,657.0,1530192.0,42.935788450076856
Kazakhstan,2006,25-34 years,male,944.0,1189058.0,79.39057640586077
Kazakhstan,2006,35-54 years,male,1225.0,1915309.0,63.95834823519338
Kazakhstan,2006,5-14 years,male,68.0,1234397.0,5.508762578003673
Kazakhstan,2006,55-74 years,male,436.0,730464.0,59.68808866692951
Kazakhstan,2006,75+ years,male,71.0,116133.0,61.13680004822058
Kazakhstan,2007,15-24 years,female,203.0,1498711.0,13.544972980114245
Kazakhstan,2007,25-34 years,female,140.0,1219565.0,11.479502937522806
Kazakhstan,2007,35-54 years,female,210.0,2144647.0,9.791821218130536
Kazakhstan,2007,5-14 years,female,30.0,1149826.0,2.609090418898164
Kazakhstan,2007,55-74 years,female,88.0,1077829.0,8.16456042656117
Kazakhstan,2007,75+ years,female,50.0,281627.0,17.753979554517144
Kazakhstan,2007,15-24 years,male,648.0,1542361.0,42.0135104557234
Kazakhstan,2007,25-34 years,male,919.0,1208359.0,76.05355693134243
Kazakhstan,2007,35-54 years,male,1275.0,1935835.0,65.86305134476854
Kazakhstan,2007,5-14 years,male,89.0,1202402.0,7.40185062899097
Kazakhstan,2007,55-74 years,male,412.0,747545.0,55.11373897223579
Kazakhstan,2007,75+ years,male,77.0,116899.0,65.86882693607302
Kazakhstan,2008,15-24 years,female,239.0,1496633.0,15.969178816717259
Kazakhstan,2008,25-34 years,female,152.0,1240283.0,12.255267547809654
Kazakhstan,2008,35-54 years,female,217.0,2165507.0,10.020748028059941
Kazakhstan,2008,5-14 years,female,19.0,1130043.0,1.6813519485541701
Kazakhstan,2008,55-74 years,female,93.0,1110519.0,8.374462751200115
Kazakhstan,2008,75+ years,female,47.0,280166.0,16.77576865144236
Kazakhstan,2008,15-24 years,male,657.0,1540282.0,42.654526898321215
Kazakhstan,2008,25-34 years,male,860.0,1232084.0,69.80043568457994
Kazakhstan,2008,35-54 years,male,1178.0,1954893.0,60.2590525414946
Kazakhstan,2008,5-14 years,male,66.0,1182019.0,5.583666590807762
Kazakhstan,2008,55-74 years,male,383.0,766809.0,49.94724892378676
Kazakhstan,2008,75+ years,male,86.0,116815.0,73.62068227539271
Kazakhstan,2009,15-24 years,female,214.0,1488994.0,14.372119699609268
Kazakhstan,2009,25-34 years,female,145.0,1269302.0,11.423601317889675
Kazakhstan,2009,35-54 years,female,192.0,2191360.0,8.761682242990654
Kazakhstan,2009,5-14 years,female,26.0,1126895.0,2.307224719250684
Kazakhstan,2009,55-74 years,female,99.0,1150346.0,8.606106336702174
Kazakhstan,2009,75+ years,female,42.0,277759.0,15.121022181099441
Kazakhstan,2009,15-24 years,male,608.0,1533027.0,39.66009731074534
Kazakhstan,2009,25-34 years,male,848.0,1263819.0,67.09821580463658
Kazakhstan,2009,35-54 years,male,1181.0,1980466.0,59.63242994325578
Kazakhstan,2009,5-14 years,male,43.0,1179629.0,3.645213876566276
Kazakhstan,2009,55-74 years,male,380.0,792505.0,47.94922429511485
Kazakhstan,2009,75+ years,male,60.0,116533.0,51.4875614632765
Kazakhstan,2010,15-24 years,female,193.0,1549811.0,12.453131381826559
Kazakhstan,2010,25-34 years,female,140.0,1332552.0,10.506156607772153
Kazakhstan,2010,35-54 years,female,160.0,2227790.0,7.182005485256689
Kazakhstan,2010,5-14 years,female,25.0,1155258.0,2.164018773295662
Kazakhstan,2010,55-74 years,female,88.0,1144484.0,7.6890546307331515
Kazakhstan,2010,75+ years,female,39.0,263531.0,14.799017952347164
Kazakhstan,2010,15-24 years,male,528.0,1555580.0,33.942323763483714
Kazakhstan,2010,25-34 years,male,808.0,1310211.0,61.669456293680945
Kazakhstan,2010,35-54 years,male,1118.0,2037599.0,54.86849964099903
Kazakhstan,2010,5-14 years,male,49.0,1212500.0,4.041237113402062
Kazakhstan,2010,55-74 years,male,389.0,810461.0,47.99737433386678
Kazakhstan,2010,75+ years,male,72.0,113390.0,63.49766293323926
Kazakhstan,2011,15-24 years,female,171.0,1514356.0,11.291928714252132
Kazakhstan,2011,25-34 years,female,128.0,1367342.0,9.361227842046832
Kazakhstan,2011,35-54 years,female,166.0,2253866.0,7.365122860010311
Kazakhstan,2011,5-14 years,female,21.0,1169247.0,1.7960276998786397
Kazakhstan,2011,55-74 years,female,78.0,1172197.0,6.65417161108585
Kazakhstan,2011,75+ years,female,44.0,273217.0,16.104415171823128
Kazakhstan,2011,15-24 years,male,493.0,1526023.0,32.30619721983221
Kazakhstan,2011,25-34 years,male,778.0,1344771.0,57.85371635765495
Kazakhstan,2011,35-54 years,male,1062.0,2062451.0,51.49213241914596
Kazakhstan,2011,5-14 years,male,38.0,1218724.0,3.1180152356070776
Kazakhstan,2011,55-74 years,male,358.0,831202.0,43.07015623157788
Kazakhstan,2011,75+ years,male,64.0,119954.0,53.353785617820165
Kazakhstan,2012,15-24 years,female,131.0,1464381.0,8.945759334490136
Kazakhstan,2012,25-34 years,female,111.0,1407854.0,7.884340279602856
Kazakhstan,2012,35-54 years,female,181.0,2273726.0,7.960501837072716
Kazakhstan,2012,5-14 years,female,7.0,1198748.0,0.5839425800918959
Kazakhstan,2012,55-74 years,female,93.0,1198153.0,7.761946929983067
Kazakhstan,2012,75+ years,female,40.0,288919.0,13.84471080129725
Kazakhstan,2012,15-24 years,male,426.0,1481240.0,28.759687829116146
Kazakhstan,2012,25-34 years,male,716.0,1384736.0,51.706606891133035
Kazakhstan,2012,35-54 years,male,1074.0,2082135.0,51.58166977645541
Kazakhstan,2012,5-14 years,male,33.0,1261734.0,2.6154482640556567
Kazakhstan,2012,55-74 years,male,368.0,852033.0,43.19081537921653
Kazakhstan,2012,75+ years,male,60.0,129890.0,46.19293248133036
Kazakhstan,2013,15-24 years,female,182.0,1405609.0,12.948124264998304
Kazakhstan,2013,25-34 years,female,136.0,1451026.0,9.372678366893496
Kazakhstan,2013,35-54 years,female,193.0,2289754.0,8.428853055830452
Kazakhstan,2013,5-14 years,female,27.0,1246955.0,2.165274608947396
Kazakhstan,2013,55-74 years,female,89.0,1228388.0,7.245267781840917
Kazakhstan,2013,75+ years,female,48.0,307080.0,15.631105900742478
Kazakhstan,2013,15-24 years,male,449.0,1429864.0,31.401587843319366
Kazakhstan,2013,25-34 years,male,733.0,1425587.0,51.417416124024705
Kazakhstan,2013,35-54 years,male,1142.0,2098964.0,54.40779355910821
Kazakhstan,2013,5-14 years,male,42.0,1313549.0,3.1974444805637243
Kazakhstan,2013,55-74 years,male,393.0,878598.0,44.730354496595716
Kazakhstan,2013,75+ years,male,78.0,140008.0,55.711102222730126
Kazakhstan,2014,15-24 years,female,132.0,1344351.0,9.818864269822392
Kazakhstan,2014,25-34 years,female,126.0,1490998.0,8.450715560986668
Kazakhstan,2014,35-54 years,female,171.0,2303567.0,7.423270085046364
Kazakhstan,2014,5-14 years,female,18.0,1307309.0,1.3768741743535766
Kazakhstan,2014,55-74 years,female,69.0,1263876.0,5.459396333184585
Kazakhstan,2014,75+ years,female,47.0,325593.0,14.435199773950915
Kazakhstan,2014,15-24 years,male,356.0,1377269.0,25.848254770854496
Kazakhstan,2014,25-34 years,male,667.0,1462224.0,45.61544606024795
Kazakhstan,2014,35-54 years,male,1082.0,2116035.0,51.13336972214543
Kazakhstan,2014,5-14 years,male,38.0,1377917.0,2.7577858463173035
Kazakhstan,2014,55-74 years,male,343.0,911127.0,37.64568495939644
Kazakhstan,2014,75+ years,male,70.0,148578.0,47.11330075785109
Kazakhstan,2015,15-24 years,female,127.0,1285407.0,9.880139131030093
Kazakhstan,2015,25-34 years,female,108.0,1524321.0,7.085121834574214
Kazakhstan,2015,35-54 years,female,175.0,2313458.0,7.564433847513117
Kazakhstan,2015,5-14 years,female,13.0,1370388.0,0.9486364445689833
Kazakhstan,2015,55-74 years,female,65.0,1306669.0,4.974480912916737
Kazakhstan,2015,75+ years,female,42.0,343577.0,12.22433399208911
Kazakhstan,2015,15-24 years,male,312.0,1326082.0,23.527956793018834
Kazakhstan,2015,25-34 years,male,603.0,1492576.0,40.399952833222564
Kazakhstan,2015,35-54 years,male,962.0,2130654.0,45.150456151022176
Kazakhstan,2015,5-14 years,male,30.0,1445862.0,2.0748868149242456
Kazakhstan,2015,55-74 years,male,363.0,951365.0,38.15570259574401
Kazakhstan,2015,75+ years,male,72.0,156393.0,46.037866144904186
Kiribati,1991,15-24 years,female,1.0,6818.0,14.667057788207686
Kiribati,1991,25-34 years,female,1.0,6105.0,16.380016380016382
Kiribati,1991,35-54 years,female,0.0,6440.0,0.0
Kiribati,1991,5-14 years,female,0.0,8932.0,0.0
Kiribati,1991,55-74 years,female,0.0,2759.0,0.0
Kiribati,1991,75+ years,female,0.0,460.0,0.0
Kiribati,1991,15-24 years,male,5.0,6789.0,73.64854912358227
Kiribati,1991,25-34 years,male,1.0,5615.0,17.809439002671418
Kiribati,1991,35-54 years,male,1.0,6101.0,16.390755613833797
Kiribati,1991,5-14 years,male,0.0,9213.0,0.0
